year,month,day,heigh,rainy,date,week,heigh_9403,rainy_9403,heigh_9404,rainy_9404,heigh_9405,rainy_9405,heigh_9406,rainy_9406,heigh_9408,rainy_9408,heigh_9410,rainy_9410,heigh_9413,rainy_9413,heigh_9416,rainy_9416,heigh_9417,rainy_9417,heigh_9419,rainy_9419,heigh_9420,rainy_9420,heigh_9422,rainy_9422,heigh_9518,rainy_9518
2014,11,2,753.0,unknown,2014-11-02,44.0,65.0,Т,72.0,unknown,154.0,unknown,95.0,unknown,288.0,unknown,515.0,unknown,335.0,unknown,78.0,unknown,30.0,unknown,575.0,unknown,304.0,unknown,362.0,^,77.0,unknown
2014,12,2,741.0,unknown,2014-12-02,49.0,57.0,_Т,73.0,^,157.0,unknown,117.0,unknown,286.0,unknown,386.0,unknown,290.0,unknown,80.0,),29.0,unknown,352.0,Ш),285.0,unknown,260.0,unknown,82.0,unknown
2014,1,3,1.0,unknown,2014-01-03,1.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,2,3,546.0,^Z,2014-02-03,6.0,82.0,I,66.0,_I,188.0,_I,98.0,^I,229.0,I,273.0,I,207.0,^I,77.0,"""I",26.0,"""I",324.0,^I,210.0,^I,280.0,I,135.0,^I
2014,3,3,1.0,unknown,2014-03-03,10.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,4,3,532.0,Z,2014-04-03,14.0,93.0,I,71.0,_I,192.0,I,95.0,"""I",223.0,I,275.0,^I,203.0,^I,77.0,"""I",26.0,"""I",307.0,I,209.0,^I,253.0,^I,127.0,_I
2014,5,3,523.0,^I,2014-05-03,18.0,89.0,_I,86.0,_I,192.0,I,95.0,^I,216.0,^I,274.0,I,201.0,^I,77.0,_I,26.0,_I,298.0,^I,208.0,"""I",238.0,^I,135.0,^I
2014,6,3,512.0,I,2014-06-03,23.0,100.0,I,89.0,~,195.0,I,94.0,_I,210.0,I,278.0,I,200.0,_I,91.0,I,53.0,_I,293.0,I,208.0,_I,233.0,_I,126.0,_I
2014,7,3,531.0,~,2014-07-03,27.0,123.0,unknown,276.0,unknown,613.0,unknown,869.0,^<Х,724.0,ПZ,462.0,П(,303.0,(,397.0,unknown,283.0,unknown,303.0,(Z,402.0,_ПN,249.0,Z,506.0,unknown
2014,8,3,1871.0,unknown,2014-08-03,31.0,90.0,unknown,144.0,unknown,299.0,unknown,372.0,unknown,628.0,unknown,1104.0,unknown,1417.0,unknown,205.0,unknown,148.0,unknown,643.0,unknown,492.0,^,392.0,unknown,211.0,unknown
2014,9,3,1414.0,unknown,2014-09-03,36.0,66.0,Т,72.0,^,183.0,unknown,174.0,unknown,435.0,unknown,960.0,unknown,1275.0,unknown,78.0,^,42.0,unknown,594.0,unknown,289.0,unknown,291.0,unknown,98.0,unknown
2014,10,3,1052.0,unknown,2014-10-03,40.0,64.0,_Т,48.0,_,149.0,unknown,80.0,unknown,208.0,unknown,552.0,unknown,450.0,unknown,71.0,_,20.0,unknown,461.0,unknown,271.0,unknown,283.0,unknown,72.0,unknown
2014,11,3,760.0,unknown,2014-11-03,45.0,65.0,Т,72.0,unknown,154.0,unknown,96.0,unknown,293.0,unknown,690.0,unknown,393.0,unknown,78.0,unknown,31.0,^,636.0,^,304.0,unknown,354.0,unknown,77.0,unknown
2014,12,3,719.0,unknown,2014-12-03,49.0,57.0,_Т,72.0,unknown,157.0,unknown,117.0,unknown,284.0,unknown,376.0,unknown,273.0,И,80.0,),31.0,unknown,352.0,Ш),284.0,unknown,257.0,_,82.0,unknown
2014,1,4,1.0,unknown,2014-01-04,1.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,2,4,546.0,^Z,2014-02-04,6.0,82.0,I,66.0,_I,188.0,_I,98.0,^I,229.0,I,273.0,I,207.0,^I,77.0,"""I",26.0,"""I",323.0,I,210.0,^I,278.0,I,135.0,^I
2014,3,4,1.0,unknown,2014-03-04,10.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,4,4,532.0,Z,2014-04-04,14.0,93.0,I,71.0,_I,192.0,I,95.0,"""I",223.0,I,275.0,^I,203.0,^I,77.0,"""I",26.0,"""I",307.0,I,208.0,_I,253.0,^I,127.0,_I
2014,5,4,522.0,I,2014-05-04,18.0,90.0,I,87.0,_I,192.0,I,95.0,^I,215.0,I,273.0,_I,201.0,^I,77.0,_I,26.0,_I,298.0,^I,208.0,"""I",238.0,^I,133.0,I
2014,6,4,512.0,I,2014-06-04,23.0,101.0,I,90.0,~,197.0,I,94.0,_I,210.0,I,278.0,I,200.0,_I,94.0,I,53.0,_I,293.0,I,208.0,_I,233.0,_I,127.0,I
2014,7,4,536.0,~,2014-07-04,27.0,120.0,unknown,231.0,unknown,572.0,unknown,851.0,<,761.0,Л,546.0,П,340.0,П(,316.0,unknown,261.0,unknown,305.0,(Z,418.0,_ПN,259.0,Z,466.0,unknown
2014,8,4,1882.0,unknown,2014-08-04,32.0,88.0,unknown,135.0,unknown,296.0,unknown,362.0,unknown,584.0,unknown,1048.0,unknown,1424.0,unknown,206.0,unknown,150.0,unknown,565.0,_,483.0,unknown,420.0,unknown,201.0,unknown
2014,9,4,1508.0,^,2014-09-04,36.0,68.0,Т,72.0,^,181.0,unknown,152.0,unknown,408.0,unknown,819.0,unknown,1020.0,unknown,78.0,^,41.0,unknown,573.0,unknown,288.0,unknown,288.0,unknown,96.0,unknown
2014,10,4,948.0,unknown,2014-10-04,40.0,64.0,_Т,48.0,_,149.0,unknown,80.0,unknown,205.0,unknown,506.0,unknown,408.0,unknown,71.0,_,20.0,unknown,448.0,unknown,267.0,unknown,271.0,unknown,69.0,unknown
2014,11,4,769.0,unknown,2014-11-04,45.0,64.0,Т,72.0,unknown,156.0,unknown,97.0,unknown,319.0,^,800.0,^,455.0,unknown,78.0,unknown,30.0,unknown,540.0,unknown,303.0,unknown,339.0,unknown,78.0,unknown
2014,12,4,705.0,unknown,2014-12-04,49.0,57.0,_Т,72.0,unknown,158.0,unknown,117.0,unknown,282.0,unknown,365.0,Ш),268.0,И,80.0,),32.0,^,348.0,*),284.0,unknown,260.0,unknown,84.0,unknown
2014,1,5,1.0,unknown,2014-01-05,1.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,2,5,545.0,Z,2014-02-05,6.0,82.0,I,67.0,_I,188.0,_I,98.0,^I,229.0,I,273.0,I,207.0,^I,77.0,"""I",26.0,"""I",323.0,I,210.0,^I,276.0,I,135.0,^I
2014,3,5,1.0,unknown,2014-03-05,10.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,4,5,532.0,Z,2014-04-05,14.0,93.0,I,71.0,_I,192.0,I,95.0,"""I",223.0,I,275.0,^I,203.0,^I,77.0,"""I",26.0,"""I",306.0,I,208.0,_I,253.0,^I,127.0,_I
2014,5,5,522.0,I,2014-05-05,19.0,90.0,I,87.0,I,193.0,I,95.0,^I,215.0,I,273.0,_I,201.0,^I,77.0,_I,26.0,_I,298.0,^I,208.0,"""I",238.0,^I,133.0,I
2014,6,5,511.0,_I,2014-06-05,23.0,102.0,I,90.0,~,199.0,I,94.0,_I,211.0,I,278.0,I,200.0,_I,94.0,I,54.0,_I,293.0,I,208.0,_I,234.0,_I,130.0,I
2014,7,5,554.0,~,2014-07-05,27.0,117.0,unknown,192.0,unknown,538.0,unknown,817.0,<,922.0,Л,659.0,<П,424.0,П,267.0,unknown,243.0,unknown,306.0,(Z,479.0,Л,275.0,Z,421.0,unknown
2014,8,5,1906.0,unknown,2014-08-05,32.0,89.0,unknown,129.0,unknown,294.0,unknown,351.0,unknown,548.0,unknown,986.0,unknown,1405.0,unknown,184.0,unknown,144.0,unknown,568.0,_,467.0,unknown,450.0,unknown,195.0,unknown
2014,9,5,1426.0,unknown,2014-09-05,36.0,68.0,Т,72.0,^,181.0,unknown,141.0,unknown,376.0,unknown,748.0,unknown,800.0,unknown,78.0,^,42.0,unknown,543.0,unknown,287.0,unknown,283.0,unknown,96.0,unknown
2014,10,5,888.0,unknown,2014-10-05,40.0,64.0,_Т,48.0,_,149.0,unknown,79.0,unknown,204.0,unknown,469.0,unknown,373.0,unknown,71.0,_,20.0,unknown,443.0,unknown,264.0,unknown,259.0,_,65.0,unknown
2014,11,5,793.0,unknown,2014-11-05,45.0,64.0,Т,72.0,unknown,157.0,unknown,97.0,unknown,311.0,unknown,777.0,unknown,550.0,unknown,78.0,unknown,30.0,unknown,521.0,unknown,301.0,unknown,329.0,unknown,79.0,unknown
2014,12,5,694.0,unknown,2014-12-05,49.0,58.0,):,72.0,unknown,158.0,unknown,117.0,unknown,281.0,unknown,362.0,Ш),264.0,С,80.0,),32.0,^,339.0,),284.0,unknown,260.0,unknown,87.0,^
2014,1,6,1.0,unknown,2014-01-06,2.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,2,6,545.0,Z,2014-02-06,6.0,82.0,I,67.0,I,188.0,_I,98.0,^I,229.0,I,273.0,I,207.0,^I,77.0,"""I",26.0,"""I",323.0,I,210.0,^I,274.0,I,135.0,^I
2014,3,6,1.0,unknown,2014-03-06,10.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,4,6,532.0,Z,2014-04-06,14.0,92.0,I,71.0,_I,192.0,I,95.0,"""I",223.0,I,275.0,^I,203.0,^I,77.0,"""I",26.0,"""I",306.0,I,208.0,_I,253.0,^I,127.0,_I
2014,5,6,521.0,I,2014-05-06,19.0,90.0,I,87.0,I,193.0,I,95.0,^I,215.0,I,273.0,_I,201.0,^I,77.0,_I,26.0,_I,298.0,^I,208.0,"""I",238.0,^I,133.0,I
2014,6,6,510.0,_I,2014-06-06,23.0,102.0,I,96.0,~,201.0,I,94.0,_I,211.0,I,278.0,I,200.0,_I,94.0,~,58.0,I,293.0,I,208.0,_I,235.0,I,130.0,I
2014,7,6,616.0,I,2014-07-06,27.0,114.0,unknown,174.0,unknown,525.0,unknown,779.0,<,976.0,Л,1006.0,ЛN,565.0,ЛП,251.0,unknown,226.0,unknown,308.0,(Z,518.0,Л,288.0,Z,385.0,unknown
2014,8,6,1904.0,unknown,2014-08-06,32.0,91.0,unknown,123.0,unknown,293.0,unknown,341.0,unknown,540.0,unknown,981.0,unknown,1375.0,unknown,163.0,unknown,140.0,unknown,666.0,unknown,458.0,unknown,435.0,unknown,195.0,unknown
2014,9,6,1300.0,unknown,2014-09-06,36.0,69.0,^Т,71.0,unknown,181.0,unknown,136.0,unknown,364.0,unknown,667.0,unknown,585.0,unknown,76.0,unknown,41.0,unknown,507.0,unknown,285.0,unknown,279.0,unknown,102.0,^
2014,10,6,852.0,unknown,2014-10-06,41.0,64.0,_Т,48.0,_,148.0,unknown,78.0,unknown,202.0,unknown,435.0,unknown,345.0,unknown,71.0,_,19.0,unknown,431.0,unknown,262.0,unknown,258.0,_,64.0,unknown
2014,11,6,830.0,unknown,2014-11-06,45.0,63.0,Т,72.0,unknown,158.0,unknown,96.0,unknown,308.0,unknown,739.0,unknown,610.0,unknown,78.0,unknown,29.0,unknown,500.0,unknown,301.0,unknown,317.0,unknown,79.0,unknown
2014,12,6,684.0,unknown,2014-12-06,49.0,58.0,):,71.0,unknown,158.0,unknown,116.0,unknown,280.0,unknown,357.0,unknown,258.0,С,80.0,),31.0,unknown,335.0,),284.0,unknown,262.0,unknown,87.0,^
2014,1,7,1.0,unknown,2014-01-07,2.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,2,7,545.0,Z,2014-02-07,6.0,83.0,I,67.0,I,188.0,_I,98.0,^I,228.0,I,273.0,I,207.0,^I,77.0,"""I",26.0,"""I",322.0,I,210.0,^I,272.0,I,135.0,^I
2014,3,7,1.0,unknown,2014-03-07,10.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,4,7,532.0,Z,2014-04-07,15.0,92.0,I,71.0,_I,193.0,^I,95.0,"""I",222.0,I,275.0,^I,203.0,^I,77.0,"""I",26.0,"""I",305.0,I,208.0,_I,253.0,^I,127.0,_I
2014,5,7,520.0,I,2014-05-07,19.0,90.0,I,87.0,I,193.0,I,95.0,^I,215.0,I,273.0,_I,201.0,^I,77.0,_I,26.0,_I,298.0,^I,208.0,"""I",238.0,^I,133.0,I
2014,6,7,510.0,_I,2014-06-07,23.0,103.0,Z,102.0,~,204.0,I,94.0,_I,211.0,I,278.0,I,200.0,_I,96.0,~,67.0,(,293.0,I,208.0,_I,235.0,I,130.0,I
2014,7,7,659.0,I,2014-07-07,28.0,112.0,unknown,170.0,unknown,533.0,unknown,767.0,<,1056.0,Х,1107.0,ЛN,1095.0,Л,275.0,unknown,209.0,unknown,309.0,(Z,590.0,Л,290.0,Z,377.0,unknown
2014,8,7,1879.0,unknown,2014-08-07,32.0,92.0,unknown,123.0,unknown,290.0,unknown,335.0,unknown,535.0,unknown,1063.0,unknown,1380.0,unknown,159.0,unknown,135.0,unknown,715.0,unknown,457.0,unknown,448.0,unknown,188.0,unknown
2014,9,7,1167.0,unknown,2014-09-07,36.0,69.0,^Т,70.0,unknown,180.0,unknown,129.0,unknown,351.0,unknown,602.0,unknown,475.0,unknown,76.0,unknown,39.0,unknown,473.0,unknown,281.0,unknown,275.0,unknown,100.0,unknown
2014,10,7,820.0,unknown,2014-10-07,41.0,64.0,_Т,48.0,_,148.0,unknown,77.0,unknown,201.0,unknown,410.0,unknown,320.0,unknown,72.0,_,19.0,unknown,413.0,unknown,261.0,unknown,261.0,unknown,63.0,unknown
2014,11,7,921.0,unknown,2014-11-07,45.0,63.0,Т,71.0,unknown,159.0,^,97.0,unknown,305.0,unknown,709.0,unknown,630.0,^,78.0,unknown,29.0,unknown,474.0,unknown,301.0,unknown,308.0,unknown,80.0,unknown
2014,12,7,673.0,unknown,2014-12-07,49.0,58.0,*),71.0,unknown,158.0,unknown,116.0,unknown,279.0,unknown,352.0,unknown,250.0,unknown,80.0,),30.0,unknown,334.0,unknown,283.0,unknown,260.0,unknown,85.0,^
2014,1,8,1.0,unknown,2014-01-08,2.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,2,8,545.0,Z,2014-02-08,6.0,83.0,I,67.0,I,188.0,_I,97.0,I,228.0,I,272.0,_I,206.0,I,77.0,"""I",26.0,"""I",322.0,I,210.0,^I,268.0,I,135.0,^I
2014,3,8,1.0,unknown,2014-03-08,10.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,4,8,532.0,Z,2014-04-08,15.0,92.0,I,72.0,I,193.0,^I,95.0,"""I",222.0,I,275.0,^I,202.0,_I,77.0,"""I",26.0,"""I",305.0,I,208.0,_I,253.0,^I,127.0,_I
2014,5,8,520.0,I,2014-05-08,19.0,90.0,I,87.0,I,193.0,I,94.0,_I,214.0,I,273.0,_I,200.0,_I,77.0,_I,26.0,_I,298.0,^I,208.0,"""I",238.0,^I,133.0,I
2014,6,8,510.0,_I,2014-06-08,23.0,103.0,Z,107.0,~,205.0,I,94.0,_~,211.0,I,278.0,I,200.0,_I,97.0,~,67.0,(,292.0,_I,208.0,_I,235.0,I,130.0,I
2014,7,8,1034.0,Л,2014-07-08,28.0,102.0,unknown,170.0,unknown,536.0,unknown,760.0,<,1146.0,Х,1145.0,Х,1275.0,Л,303.0,unknown,202.0,unknown,313.0,(Z,667.0,Х,301.0,Z,372.0,unknown
2014,8,8,1923.0,unknown,2014-08-08,32.0,92.0,unknown,128.0,unknown,286.0,unknown,328.0,unknown,533.0,unknown,1136.0,unknown,1418.0,unknown,149.0,unknown,131.0,unknown,750.0,unknown,448.0,unknown,509.0,unknown,183.0,unknown
2014,9,8,1042.0,unknown,2014-09-08,37.0,69.0,^Т,70.0,unknown,179.0,unknown,124.0,unknown,332.0,unknown,567.0,unknown,410.0,unknown,75.0,unknown,38.0,unknown,454.0,unknown,280.0,unknown,270.0,unknown,98.0,unknown
2014,10,8,774.0,unknown,2014-10-08,41.0,64.0,_Т,48.0,_,148.0,unknown,77.0,unknown,201.0,unknown,392.0,unknown,295.0,unknown,72.0,unknown,18.0,unknown,410.0,unknown,259.0,unknown,264.0,unknown,63.0,_
2014,11,8,1087.0,^,2014-11-08,45.0,64.0,Т,71.0,unknown,159.0,^,97.0,unknown,302.0,unknown,674.0,unknown,590.0,unknown,78.0,unknown,29.0,unknown,463.0,unknown,301.0,unknown,304.0,unknown,80.0,unknown
2014,12,8,667.0,unknown,2014-12-08,50.0,59.0,*),69.0,unknown,157.0,unknown,114.0,unknown,277.0,unknown,349.0,unknown,249.0,unknown,80.0,),29.0,unknown,334.0,unknown,280.0,unknown,259.0,unknown,77.0,unknown
2014,1,9,1.0,unknown,2014-01-09,2.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,2,9,545.0,Z,2014-02-09,6.0,84.0,I,67.0,I,188.0,_I,97.0,I,228.0,I,272.0,_I,206.0,I,77.0,"""I",26.0,"""I",321.0,I,209.0,_I,266.0,I,135.0,^I
2014,3,9,1.0,unknown,2014-03-09,10.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,4,9,531.0,Z,2014-04-09,15.0,92.0,I,72.0,I,193.0,^I,95.0,"""I",221.0,I,275.0,^I,202.0,_I,77.0,"""I",26.0,"""I",304.0,I,208.0,_I,253.0,^I,128.0,I
2014,5,9,520.0,I,2014-05-09,19.0,91.0,I,87.0,I,194.0,^I,94.0,_I,214.0,I,273.0,_I,200.0,_I,77.0,_I,26.0,_I,297.0,I,208.0,"""I",238.0,^I,133.0,I
2014,6,9,510.0,_I,2014-06-09,24.0,105.0,Z,110.0,~,207.0,I,94.0,_~,212.0,I,278.0,I,200.0,_I,97.0,~,68.0,(,292.0,_I,208.0,_I,235.0,I,130.0,I
2014,7,9,2033.0,^Л,2014-07-09,28.0,97.0,unknown,165.0,unknown,523.0,unknown,760.0,<,1193.0,^Х,1244.0,unknown,1380.0,Л,298.0,unknown,195.0,unknown,339.0,(Z,683.0,^,318.0,Z,366.0,unknown
2014,8,9,2019.0,unknown,2014-08-09,32.0,90.0,Т,135.0,unknown,279.0,unknown,319.0,unknown,534.0,unknown,1168.0,unknown,1440.0,unknown,146.0,unknown,130.0,unknown,759.0,unknown,437.0,unknown,536.0,^,176.0,unknown
2014,9,9,965.0,unknown,2014-09-09,37.0,68.0,Т,70.0,unknown,178.0,unknown,119.0,unknown,319.0,unknown,536.0,unknown,388.0,unknown,75.0,unknown,37.0,unknown,443.0,unknown,280.0,unknown,265.0,unknown,96.0,unknown
2014,10,9,753.0,unknown,2014-10-09,41.0,64.0,_Т,48.0,_,148.0,unknown,77.0,unknown,201.0,unknown,388.0,_,275.0,_,72.0,unknown,18.0,unknown,445.0,unknown,258.0,unknown,267.0,unknown,65.0,unknown
2014,11,9,1105.0,unknown,2014-11-09,45.0,64.0,Т,70.0,unknown,159.0,^,98.0,unknown,300.0,unknown,634.0,unknown,565.0,unknown,78.0,unknown,29.0,unknown,446.0,unknown,299.0,unknown,300.0,unknown,77.0,unknown
2014,12,9,662.0,unknown,2014-12-09,50.0,59.0,),69.0,unknown,157.0,unknown,113.0,unknown,276.0,unknown,346.0,unknown,248.0,unknown,80.0,),29.0,unknown,334.0,unknown,278.0,unknown,259.0,unknown,75.0,unknown
2014,1,10,1.0,unknown,2014-01-10,2.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,2,10,545.0,Z,2014-02-10,7.0,84.0,I,67.0,I,188.0,_I,97.0,I,228.0,I,272.0,_I,206.0,I,77.0,"""I",26.0,"""I",321.0,I,209.0,_I,264.0,I,133.0,I
2014,3,10,1.0,unknown,2014-03-10,11.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,4,10,531.0,Z,2014-04-10,15.0,91.0,I,72.0,I,193.0,^I,95.0,"""I",221.0,I,275.0,^I,202.0,_I,77.0,"""I",26.0,"""I",304.0,I,208.0,_I,253.0,^I,128.0,I
2014,5,10,518.0,I,2014-05-10,19.0,91.0,I,87.0,I,194.0,^I,94.0,_I,214.0,I,273.0,_I,200.0,_I,77.0,_I,26.0,_I,297.0,I,208.0,"""I",238.0,^I,133.0,I
2014,6,10,510.0,_I,2014-06-10,24.0,106.0,Z,110.0,~,209.0,~,95.0,_~,212.0,I,276.0,_I,200.0,_I,99.0,(,71.0,(,292.0,_I,208.0,_I,235.0,I,130.0,I
2014,7,10,2033.0,Л,2014-07-10,28.0,95.0,unknown,158.0,unknown,497.0,unknown,761.0,<,1184.0,unknown,1289.0,unknown,1422.0,unknown,290.0,unknown,203.0,unknown,421.0,РП,673.0,unknown,317.0,Z,358.0,unknown
2014,8,10,2101.0,unknown,2014-08-10,32.0,89.0,Т,132.0,unknown,272.0,unknown,311.0,unknown,546.0,unknown,1156.0,unknown,1465.0,unknown,134.0,unknown,129.0,unknown,715.0,unknown,433.0,unknown,533.0,unknown,174.0,unknown
2014,9,10,925.0,unknown,2014-09-10,37.0,68.0,Т,70.0,unknown,175.0,unknown,115.0,unknown,302.0,unknown,506.0,unknown,365.0,unknown,73.0,unknown,35.0,unknown,436.0,unknown,278.0,unknown,269.0,unknown,94.0,unknown
2014,10,10,737.0,unknown,2014-10-10,41.0,64.0,_Т,49.0,unknown,148.0,unknown,76.0,_,199.0,_,397.0,unknown,305.0,unknown,72.0,unknown,17.0,unknown,449.0,unknown,257.0,_,271.0,unknown,66.0,unknown
2014,11,10,1062.0,unknown,2014-11-10,46.0,64.0,Т,70.0,unknown,158.0,unknown,100.0,unknown,299.0,unknown,602.0,unknown,535.0,unknown,78.0,unknown,29.0,unknown,436.0,unknown,297.0,unknown,295.0,unknown,76.0,unknown
2014,12,10,655.0,unknown,2014-12-10,50.0,60.0,),68.0,unknown,157.0,unknown,112.0,unknown,274.0,unknown,341.0,unknown,246.0,unknown,80.0,),28.0,unknown,333.0,unknown,277.0,unknown,258.0,unknown,75.0,unknown
2014,1,11,1.0,unknown,2014-01-11,2.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,2,11,544.0,Z,2014-02-11,7.0,84.0,I,68.0,I,189.0,I,97.0,I,227.0,I,273.0,I,206.0,I,77.0,"""I",26.0,"""I",321.0,I,209.0,_I,264.0,I,133.0,I
2014,3,11,1.0,unknown,2014-03-11,11.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,4,11,531.0,Z,2014-04-11,15.0,90.0,I,72.0,I,192.0,I,95.0,"""I",221.0,I,275.0,^I,202.0,_I,77.0,"""I",26.0,"""I",303.0,I,208.0,_I,253.0,^I,128.0,I
2014,5,11,518.0,I,2014-05-11,19.0,92.0,I,87.0,I,193.0,I,94.0,_I,213.0,I,273.0,_I,200.0,_I,77.0,_I,26.0,_I,297.0,I,208.0,"""I",238.0,^I,133.0,I
2014,6,11,510.0,_I,2014-06-11,24.0,108.0,Z,110.0,~,209.0,~,96.0,~,212.0,I,277.0,_~,200.0,_I,109.0,(,76.0,(,292.0,_~,208.0,_I,235.0,I,131.0,(
2014,7,11,1821.0,Х,2014-07-11,28.0,93.0,unknown,155.0,unknown,472.0,unknown,758.0,<,1163.0,unknown,1369.0,^,1443.0,unknown,269.0,unknown,209.0,unknown,465.0,РП,670.0,unknown,308.0,Z,345.0,unknown
2014,8,11,2154.0,unknown,2014-08-11,33.0,89.0,Т,124.0,unknown,266.0,unknown,304.0,unknown,553.0,unknown,1141.0,unknown,1486.0,^,144.0,unknown,125.0,unknown,727.0,unknown,433.0,unknown,534.0,unknown,179.0,unknown
2014,9,11,872.0,unknown,2014-09-11,37.0,67.0,Т,69.0,unknown,173.0,unknown,113.0,unknown,298.0,unknown,477.0,unknown,349.0,unknown,72.0,unknown,33.0,unknown,439.0,unknown,277.0,unknown,273.0,unknown,92.0,unknown
2014,10,11,724.0,unknown,2014-10-11,41.0,64.0,_Т,49.0,unknown,148.0,unknown,77.0,_,200.0,_,425.0,unknown,285.0,unknown,73.0,unknown,17.0,unknown,443.0,unknown,257.0,_,274.0,unknown,65.0,unknown
2014,11,11,1045.0,unknown,2014-11-11,46.0,64.0,Т,69.0,unknown,157.0,unknown,101.0,unknown,296.0,unknown,574.0,unknown,490.0,unknown,78.0,unknown,29.0,unknown,435.0,unknown,296.0,unknown,288.0,unknown,75.0,unknown
2014,12,11,650.0,unknown,2014-12-11,50.0,60.0,),68.0,unknown,156.0,unknown,110.0,unknown,271.0,Ш),336.0,unknown,245.0,unknown,80.0,),28.0,_,333.0,unknown,275.0,),259.0,unknown,75.0,unknown
2014,1,12,1.0,unknown,2014-01-12,2.0,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown
2014,2,12,543.0,Z,2014-02-12,7.0,84.0,I,68.0,I,189.0,I,97.0,I,227.0,I,273.0,I,206.0,I,77.0,"""I",26.0,"""I",320.0,I,209.0,_I,264.0,I,132.0,I
