,year,month,day,heigh,rainy,date,week,heigh_9403,rainy_9403,heigh_9404,rainy_9404,heigh_9405,rainy_9405,heigh_9406,rainy_9406,heigh_9408,rainy_9408,heigh_9410,rainy_9410,heigh_9413,rainy_9413,heigh_9416,rainy_9416,heigh_9417,rainy_9417,heigh_9419,rainy_9419,heigh_9420,rainy_9420,heigh_9422,rainy_9422,heigh_9518,rainy_9518
2209,2014,6,2,512.0,6,2014-06-02,23.0,99.0,13,88.0,52,194.0,27,94.0,27,209.0,25,278.0,11,200.0,28,88.0,15,53.0,40,293.0,17,208.0,43,235.0,3,125.0,27
2210,2014,7,2,528.0,40,2014-07-02,27.0,130.0,52,338.0,54,651.0,31,869.0,8,604.0,41,428.0,0,271.0,1,464.0,42,295.0,46,302.0,17,410.0,56,243.0,7,548.0,31
2211,2014,8,2,1862.0,43,2014-08-02,31.0,92.0,52,153.0,54,303.0,31,381.0,12,674.0,33,1112.0,33,1405.0,34,215.0,42,140.0,46,657.0,56,493.0,25,389.0,28,219.0,31
2212,2014,9,2,1239.0,43,2014-09-02,36.0,65.0,63,72.0,20,186.0,31,201.0,31,452.0,11,1105.0,33,1390.0,16,78.0,18,43.0,46,649.0,56,292.0,49,292.0,28,98.0,31
2213,2014,10,2,1139.0,43,2014-10-02,40.0,64.0,49,48.0,41,150.0,31,81.0,31,210.0,33,599.0,33,493.0,34,71.0,33,20.0,46,507.0,56,272.0,49,293.0,28,74.0,31
2214,2014,11,2,753.0,43,2014-11-02,44.0,65.0,63,72.0,54,154.0,31,95.0,31,288.0,33,515.0,33,335.0,34,78.0,42,30.0,46,575.0,56,304.0,49,362.0,10,77.0,31
2215,2014,12,2,741.0,43,2014-12-02,49.0,57.0,49,73.0,20,157.0,31,117.0,31,286.0,33,386.0,33,290.0,34,80.0,7,29.0,46,352.0,72,285.0,49,260.0,28,82.0,31
2216,2014,1,3,1.0,43,2014-01-03,1.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2217,2014,2,3,546.0,20,2014-02-03,6.0,82.0,13,66.0,49,188.0,27,98.0,17,229.0,5,273.0,11,207.0,18,77.0,1,26.0,0,324.0,33,210.0,29,280.0,3,135.0,18
2218,2014,3,3,1.0,43,2014-03-03,10.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2219,2014,4,3,532.0,10,2014-04-03,14.0,93.0,13,71.0,49,192.0,9,95.0,0,223.0,5,275.0,21,203.0,18,77.0,1,26.0,0,307.0,17,209.0,29,253.0,12,127.0,27
2220,2014,5,3,523.0,16,2014-05-03,18.0,89.0,45,86.0,49,192.0,9,95.0,17,216.0,13,274.0,11,201.0,18,77.0,37,26.0,40,298.0,33,208.0,1,238.0,12,135.0,18
2221,2014,6,3,512.0,6,2014-06-03,23.0,100.0,13,89.0,55,195.0,9,94.0,27,210.0,5,278.0,11,200.0,28,91.0,15,53.0,40,293.0,17,208.0,43,233.0,23,126.0,27
2222,2014,7,3,531.0,44,2014-07-03,27.0,123.0,52,276.0,54,613.0,31,869.0,16,724.0,41,462.0,42,303.0,1,397.0,42,283.0,46,303.0,3,402.0,47,249.0,7,506.0,31
2223,2014,8,3,1871.0,43,2014-08-03,31.0,90.0,52,144.0,54,299.0,31,372.0,31,628.0,33,1104.0,33,1417.0,34,205.0,42,148.0,46,643.0,56,492.0,25,392.0,28,211.0,31
2224,2014,9,3,1414.0,43,2014-09-03,36.0,66.0,63,72.0,20,183.0,31,174.0,31,435.0,33,960.0,33,1275.0,34,78.0,18,42.0,46,594.0,56,289.0,49,291.0,28,98.0,31
2225,2014,10,3,1052.0,43,2014-10-03,40.0,64.0,49,48.0,41,149.0,31,80.0,31,208.0,33,552.0,33,450.0,34,71.0,33,20.0,46,461.0,56,271.0,49,283.0,28,72.0,31
2226,2014,11,3,760.0,43,2014-11-03,45.0,65.0,63,72.0,54,154.0,31,96.0,31,293.0,33,690.0,33,393.0,34,78.0,42,31.0,18,636.0,28,304.0,49,354.0,28,77.0,31
2227,2014,12,3,719.0,43,2014-12-03,49.0,57.0,49,72.0,54,157.0,31,117.0,31,284.0,33,376.0,33,273.0,36,80.0,7,31.0,46,352.0,72,284.0,49,257.0,22,82.0,31
2228,2014,1,4,1.0,43,2014-01-04,1.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2229,2014,2,4,546.0,20,2014-02-04,6.0,82.0,13,66.0,49,188.0,27,98.0,17,229.0,5,273.0,11,207.0,18,77.0,1,26.0,0,323.0,17,210.0,29,278.0,3,135.0,18
2230,2014,3,4,1.0,43,2014-03-04,10.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2231,2014,4,4,532.0,10,2014-04-04,14.0,93.0,13,71.0,49,192.0,9,95.0,0,223.0,5,275.0,21,203.0,18,77.0,1,26.0,0,307.0,17,208.0,43,253.0,12,127.0,27
2232,2014,5,4,522.0,6,2014-05-04,18.0,90.0,13,87.0,49,192.0,9,95.0,17,215.0,5,273.0,27,201.0,18,77.0,37,26.0,40,298.0,33,208.0,1,238.0,12,133.0,10
2233,2014,6,4,512.0,6,2014-06-04,23.0,101.0,13,90.0,55,197.0,9,94.0,27,210.0,5,278.0,11,200.0,28,94.0,15,53.0,40,293.0,17,208.0,43,233.0,23,127.0,10
2234,2014,7,4,536.0,44,2014-07-04,27.0,120.0,52,231.0,54,572.0,31,851.0,6,761.0,36,546.0,41,340.0,41,316.0,42,261.0,46,305.0,3,418.0,47,259.0,7,466.0,31
2235,2014,8,4,1882.0,43,2014-08-04,32.0,88.0,52,135.0,54,296.0,31,362.0,31,584.0,33,1048.0,33,1424.0,34,206.0,42,150.0,46,565.0,45,483.0,49,420.0,28,201.0,31
2236,2014,9,4,1508.0,14,2014-09-04,36.0,68.0,63,72.0,20,181.0,31,152.0,31,408.0,33,819.0,33,1020.0,34,78.0,18,41.0,46,573.0,56,288.0,49,288.0,28,96.0,31
2237,2014,10,4,948.0,43,2014-10-04,40.0,64.0,49,48.0,41,149.0,31,80.0,31,205.0,33,506.0,33,408.0,34,71.0,33,20.0,46,448.0,56,267.0,49,271.0,28,69.0,31
2238,2014,11,4,769.0,43,2014-11-04,45.0,64.0,63,72.0,54,156.0,31,97.0,31,319.0,11,800.0,17,455.0,34,78.0,42,30.0,46,540.0,56,303.0,49,339.0,28,78.0,31
2239,2014,12,4,705.0,43,2014-12-04,49.0,57.0,49,72.0,54,158.0,31,117.0,31,282.0,33,365.0,47,268.0,36,80.0,7,32.0,18,348.0,9,284.0,49,260.0,28,84.0,31
2240,2014,1,5,1.0,43,2014-01-05,1.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2241,2014,2,5,545.0,10,2014-02-05,6.0,82.0,13,67.0,49,188.0,27,98.0,17,229.0,5,273.0,11,207.0,18,77.0,1,26.0,0,323.0,17,210.0,29,276.0,3,135.0,18
2242,2014,3,5,1.0,43,2014-03-05,10.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2243,2014,4,5,532.0,10,2014-04-05,14.0,93.0,13,71.0,49,192.0,9,95.0,0,223.0,5,275.0,21,203.0,18,77.0,1,26.0,0,306.0,17,208.0,43,253.0,12,127.0,27
2244,2014,5,5,522.0,6,2014-05-05,19.0,90.0,13,87.0,12,193.0,9,95.0,17,215.0,5,273.0,27,201.0,18,77.0,37,26.0,40,298.0,33,208.0,1,238.0,12,133.0,10
2245,2014,6,5,511.0,34,2014-06-05,23.0,102.0,13,90.0,55,199.0,9,94.0,27,211.0,5,278.0,11,200.0,28,94.0,15,54.0,40,293.0,17,208.0,43,234.0,23,130.0,10
2246,2014,7,5,554.0,44,2014-07-05,27.0,117.0,52,192.0,54,538.0,31,817.0,6,922.0,36,659.0,8,424.0,40,267.0,42,243.0,46,306.0,3,479.0,51,275.0,7,421.0,31
2247,2014,8,5,1906.0,43,2014-08-05,32.0,89.0,52,129.0,54,294.0,31,351.0,31,548.0,33,986.0,33,1405.0,34,184.0,42,144.0,46,568.0,45,467.0,49,450.0,28,195.0,31
2248,2014,9,5,1426.0,43,2014-09-05,36.0,68.0,63,72.0,20,181.0,31,141.0,31,376.0,33,748.0,33,800.0,34,78.0,18,42.0,46,543.0,56,287.0,49,283.0,28,96.0,31
2249,2014,10,5,888.0,43,2014-10-05,40.0,64.0,49,48.0,41,149.0,31,79.0,31,204.0,33,469.0,33,373.0,34,71.0,33,20.0,46,443.0,56,264.0,49,259.0,22,65.0,31
2250,2014,11,5,793.0,43,2014-11-05,45.0,64.0,63,72.0,54,157.0,31,97.0,31,311.0,33,777.0,33,550.0,34,78.0,42,30.0,46,521.0,56,301.0,49,329.0,28,79.0,31
2251,2014,12,5,694.0,43,2014-12-05,49.0,58.0,4,72.0,54,158.0,31,117.0,31,281.0,33,362.0,47,264.0,42,80.0,7,32.0,18,339.0,5,284.0,49,260.0,28,87.0,13
2252,2014,1,6,1.0,43,2014-01-06,2.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2253,2014,2,6,545.0,10,2014-02-06,6.0,82.0,13,67.0,12,188.0,27,98.0,17,229.0,5,273.0,11,207.0,18,77.0,1,26.0,0,323.0,17,210.0,29,274.0,3,135.0,18
2254,2014,3,6,1.0,43,2014-03-06,10.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2255,2014,4,6,532.0,10,2014-04-06,14.0,92.0,13,71.0,49,192.0,9,95.0,0,223.0,5,275.0,21,203.0,18,77.0,1,26.0,0,306.0,17,208.0,43,253.0,12,127.0,27
2256,2014,5,6,521.0,6,2014-05-06,19.0,90.0,13,87.0,12,193.0,9,95.0,17,215.0,5,273.0,27,201.0,18,77.0,37,26.0,40,298.0,33,208.0,1,238.0,12,133.0,10
2257,2014,6,6,510.0,34,2014-06-06,23.0,102.0,13,96.0,55,201.0,9,94.0,27,211.0,5,278.0,11,200.0,28,94.0,43,58.0,13,293.0,17,208.0,43,235.0,3,130.0,10
2258,2014,7,6,616.0,6,2014-07-06,27.0,114.0,52,174.0,54,525.0,31,779.0,6,976.0,36,1006.0,37,565.0,39,251.0,42,226.0,46,308.0,3,518.0,51,288.0,7,385.0,31
2259,2014,8,6,1904.0,43,2014-08-06,32.0,91.0,52,123.0,54,293.0,31,341.0,31,540.0,33,981.0,33,1375.0,34,163.0,42,140.0,46,666.0,56,458.0,49,435.0,28,195.0,31
2260,2014,9,6,1300.0,43,2014-09-06,36.0,69.0,34,71.0,54,181.0,31,136.0,31,364.0,33,667.0,33,585.0,34,76.0,42,41.0,46,507.0,56,285.0,49,279.0,28,102.0,13
2261,2014,10,6,852.0,43,2014-10-06,41.0,64.0,49,48.0,41,148.0,31,78.0,31,202.0,33,435.0,33,345.0,34,71.0,33,19.0,46,431.0,56,262.0,49,258.0,22,64.0,31
2262,2014,11,6,830.0,43,2014-11-06,45.0,63.0,63,72.0,54,158.0,31,96.0,31,308.0,33,739.0,33,610.0,34,78.0,42,29.0,46,500.0,56,301.0,49,317.0,28,79.0,31
2263,2014,12,6,684.0,43,2014-12-06,49.0,58.0,4,71.0,54,158.0,31,116.0,31,280.0,33,357.0,33,258.0,42,80.0,7,31.0,46,335.0,5,284.0,49,262.0,28,87.0,13
2264,2014,1,7,1.0,43,2014-01-07,2.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2265,2014,2,7,545.0,10,2014-02-07,6.0,83.0,13,67.0,12,188.0,27,98.0,17,228.0,5,273.0,11,207.0,18,77.0,1,26.0,0,322.0,17,210.0,29,272.0,3,135.0,18
2266,2014,3,7,1.0,43,2014-03-07,10.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2267,2014,4,7,532.0,10,2014-04-07,15.0,92.0,13,71.0,49,193.0,16,95.0,0,222.0,5,275.0,21,203.0,18,77.0,1,26.0,0,305.0,17,208.0,43,253.0,12,127.0,27
2268,2014,5,7,520.0,6,2014-05-07,19.0,90.0,13,87.0,12,193.0,9,95.0,17,215.0,5,273.0,27,201.0,18,77.0,37,26.0,40,298.0,33,208.0,1,238.0,12,133.0,10
2269,2014,6,7,510.0,34,2014-06-07,23.0,103.0,17,102.0,55,204.0,9,94.0,27,211.0,5,278.0,11,200.0,28,96.0,43,67.0,3,293.0,17,208.0,43,235.0,3,130.0,10
2270,2014,7,7,659.0,6,2014-07-07,28.0,112.0,52,170.0,54,533.0,31,767.0,6,1056.0,42,1107.0,37,1095.0,37,275.0,42,209.0,46,309.0,3,590.0,51,290.0,7,377.0,31
2271,2014,8,7,1879.0,43,2014-08-07,32.0,92.0,52,123.0,54,290.0,31,335.0,31,535.0,33,1063.0,33,1380.0,34,159.0,42,135.0,46,715.0,56,457.0,49,448.0,28,188.0,31
2272,2014,9,7,1167.0,43,2014-09-07,36.0,69.0,34,70.0,54,180.0,31,129.0,31,351.0,33,602.0,33,475.0,34,76.0,42,39.0,46,473.0,56,281.0,49,275.0,28,100.0,31
2273,2014,10,7,820.0,43,2014-10-07,41.0,64.0,49,48.0,41,148.0,31,77.0,31,201.0,33,410.0,33,320.0,34,72.0,33,19.0,46,413.0,56,261.0,49,261.0,28,63.0,31
2274,2014,11,7,921.0,43,2014-11-07,45.0,63.0,63,71.0,54,159.0,12,97.0,31,305.0,33,709.0,33,630.0,16,78.0,42,29.0,46,474.0,56,301.0,49,308.0,28,80.0,31
2275,2014,12,7,673.0,43,2014-12-07,49.0,58.0,6,71.0,54,158.0,31,116.0,31,279.0,33,352.0,33,250.0,34,80.0,7,30.0,46,334.0,56,283.0,49,260.0,28,85.0,13
2276,2014,1,8,1.0,43,2014-01-08,2.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2277,2014,2,8,545.0,10,2014-02-08,6.0,83.0,13,67.0,12,188.0,27,97.0,9,228.0,5,272.0,27,206.0,10,77.0,1,26.0,0,322.0,17,210.0,29,268.0,3,135.0,18
2278,2014,3,8,1.0,43,2014-03-08,10.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2279,2014,4,8,532.0,10,2014-04-08,15.0,92.0,13,72.0,12,193.0,16,95.0,0,222.0,5,275.0,21,202.0,28,77.0,1,26.0,0,305.0,17,208.0,43,253.0,12,127.0,27
2280,2014,5,8,520.0,6,2014-05-08,19.0,90.0,13,87.0,12,193.0,9,94.0,27,214.0,5,273.0,27,200.0,28,77.0,37,26.0,40,298.0,33,208.0,1,238.0,12,133.0,10
2281,2014,6,8,510.0,34,2014-06-08,23.0,103.0,17,107.0,55,205.0,9,94.0,28,211.0,5,278.0,11,200.0,28,97.0,43,67.0,3,292.0,48,208.0,43,235.0,3,130.0,10
2282,2014,7,8,1034.0,46,2014-07-08,28.0,102.0,52,170.0,54,536.0,31,760.0,6,1146.0,42,1145.0,44,1275.0,37,303.0,42,202.0,46,313.0,3,667.0,57,301.0,7,372.0,31
2283,2014,8,8,1923.0,43,2014-08-08,32.0,92.0,52,128.0,54,286.0,31,328.0,31,533.0,33,1136.0,33,1418.0,34,149.0,42,131.0,46,750.0,56,448.0,49,509.0,28,183.0,31
2284,2014,9,8,1042.0,43,2014-09-08,37.0,69.0,34,70.0,54,179.0,31,124.0,31,332.0,33,567.0,33,410.0,34,75.0,42,38.0,46,454.0,56,280.0,49,270.0,28,98.0,31
2285,2014,10,8,774.0,43,2014-10-08,41.0,64.0,49,48.0,41,148.0,31,77.0,31,201.0,33,392.0,33,295.0,34,72.0,42,18.0,46,410.0,56,259.0,49,264.0,28,63.0,23
2286,2014,11,8,1087.0,14,2014-11-08,45.0,64.0,63,71.0,54,159.0,12,97.0,31,302.0,33,674.0,33,590.0,34,78.0,42,29.0,46,463.0,56,301.0,49,304.0,28,80.0,31
2287,2014,12,8,667.0,43,2014-12-08,50.0,59.0,6,69.0,54,157.0,31,114.0,31,277.0,33,349.0,33,249.0,34,80.0,7,29.0,46,334.0,56,280.0,49,259.0,28,77.0,31
2288,2014,1,9,1.0,43,2014-01-09,2.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2289,2014,2,9,545.0,10,2014-02-09,6.0,84.0,13,67.0,12,188.0,27,97.0,9,228.0,5,272.0,27,206.0,10,77.0,1,26.0,0,321.0,17,209.0,43,266.0,3,135.0,18
2290,2014,3,9,1.0,43,2014-03-09,10.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2291,2014,4,9,531.0,10,2014-04-09,15.0,92.0,13,72.0,12,193.0,16,95.0,0,221.0,5,275.0,21,202.0,28,77.0,1,26.0,0,304.0,17,208.0,43,253.0,12,128.0,10
2292,2014,5,9,520.0,6,2014-05-09,19.0,91.0,13,87.0,12,194.0,16,94.0,27,214.0,5,273.0,27,200.0,28,77.0,37,26.0,40,297.0,17,208.0,1,238.0,12,133.0,10
2293,2014,6,9,510.0,34,2014-06-09,24.0,105.0,17,110.0,55,207.0,9,94.0,28,212.0,5,278.0,11,200.0,28,97.0,43,68.0,3,292.0,48,208.0,43,235.0,3,130.0,10
2294,2014,7,9,2033.0,25,2014-07-09,28.0,97.0,52,165.0,54,523.0,31,760.0,6,1193.0,19,1244.0,33,1380.0,37,298.0,42,195.0,46,339.0,3,683.0,25,318.0,7,366.0,31
2295,2014,8,9,2019.0,43,2014-08-09,32.0,90.0,63,135.0,54,279.0,31,319.0,31,534.0,33,1168.0,33,1440.0,34,146.0,42,130.0,46,759.0,56,437.0,49,536.0,10,176.0,31
2296,2014,9,9,965.0,43,2014-09-09,37.0,68.0,63,70.0,54,178.0,31,119.0,31,319.0,33,536.0,33,388.0,34,75.0,42,37.0,46,443.0,56,280.0,49,265.0,28,96.0,31
2297,2014,10,9,753.0,43,2014-10-09,41.0,64.0,49,48.0,41,148.0,31,77.0,31,201.0,33,388.0,25,275.0,26,72.0,42,18.0,46,445.0,56,258.0,49,267.0,28,65.0,31
2298,2014,11,9,1105.0,43,2014-11-09,45.0,64.0,63,70.0,54,159.0,12,98.0,31,300.0,33,634.0,33,565.0,34,78.0,42,29.0,46,446.0,56,299.0,49,300.0,28,77.0,31
2299,2014,12,9,662.0,43,2014-12-09,50.0,59.0,3,69.0,54,157.0,31,113.0,31,276.0,33,346.0,33,248.0,34,80.0,7,29.0,46,334.0,56,278.0,49,259.0,28,75.0,31
2300,2014,1,10,1.0,43,2014-01-10,2.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2301,2014,2,10,545.0,10,2014-02-10,7.0,84.0,13,67.0,12,188.0,27,97.0,9,228.0,5,272.0,27,206.0,10,77.0,1,26.0,0,321.0,17,209.0,43,264.0,3,133.0,10
2302,2014,3,10,1.0,43,2014-03-10,11.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2303,2014,4,10,531.0,10,2014-04-10,15.0,91.0,13,72.0,12,193.0,16,95.0,0,221.0,5,275.0,21,202.0,28,77.0,1,26.0,0,304.0,17,208.0,43,253.0,12,128.0,10
2304,2014,5,10,518.0,6,2014-05-10,19.0,91.0,13,87.0,12,194.0,16,94.0,27,214.0,5,273.0,27,200.0,28,77.0,37,26.0,40,297.0,17,208.0,1,238.0,12,133.0,10
2305,2014,6,10,510.0,34,2014-06-10,24.0,106.0,17,110.0,55,209.0,32,95.0,28,212.0,5,276.0,27,200.0,28,99.0,4,71.0,3,292.0,48,208.0,43,235.0,3,130.0,10
2306,2014,7,10,2033.0,46,2014-07-10,28.0,95.0,52,158.0,54,497.0,31,761.0,6,1184.0,33,1289.0,33,1422.0,34,290.0,42,203.0,46,421.0,68,673.0,49,317.0,7,358.0,31
2307,2014,8,10,2101.0,43,2014-08-10,32.0,89.0,63,132.0,54,272.0,31,311.0,31,546.0,33,1156.0,33,1465.0,34,134.0,42,129.0,46,715.0,56,433.0,49,533.0,28,174.0,31
2308,2014,9,10,925.0,43,2014-09-10,37.0,68.0,63,70.0,54,175.0,31,115.0,31,302.0,33,506.0,33,365.0,34,73.0,42,35.0,46,436.0,56,278.0,49,269.0,28,94.0,31
2309,2014,10,10,737.0,43,2014-10-10,41.0,64.0,49,49.0,54,148.0,31,76.0,24,199.0,22,397.0,33,305.0,34,72.0,42,17.0,46,449.0,56,257.0,39,271.0,28,66.0,31
2310,2014,11,10,1062.0,43,2014-11-10,46.0,64.0,63,70.0,54,158.0,31,100.0,31,299.0,33,602.0,33,535.0,34,78.0,42,29.0,46,436.0,56,297.0,49,295.0,28,76.0,31
2311,2014,12,10,655.0,43,2014-12-10,50.0,60.0,3,68.0,54,157.0,31,112.0,31,274.0,33,341.0,33,246.0,34,80.0,7,28.0,46,333.0,56,277.0,49,258.0,28,75.0,31
2312,2014,1,11,1.0,43,2014-01-11,2.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2313,2014,2,11,544.0,10,2014-02-11,7.0,84.0,13,68.0,12,189.0,9,97.0,9,227.0,5,273.0,11,206.0,10,77.0,1,26.0,0,321.0,17,209.0,43,264.0,3,133.0,10
2314,2014,3,11,1.0,43,2014-03-11,11.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2315,2014,4,11,531.0,10,2014-04-11,15.0,90.0,13,72.0,12,192.0,9,95.0,0,221.0,5,275.0,21,202.0,28,77.0,1,26.0,0,303.0,17,208.0,43,253.0,12,128.0,10
2316,2014,5,11,518.0,6,2014-05-11,19.0,92.0,13,87.0,12,193.0,9,94.0,27,213.0,5,273.0,27,200.0,28,77.0,37,26.0,40,297.0,17,208.0,1,238.0,12,133.0,10
2317,2014,6,11,510.0,34,2014-06-11,24.0,108.0,17,110.0,55,209.0,32,96.0,32,212.0,5,277.0,30,200.0,28,109.0,4,76.0,3,292.0,54,208.0,43,235.0,3,131.0,2
2318,2014,7,11,1821.0,54,2014-07-11,28.0,93.0,52,155.0,54,472.0,31,758.0,6,1163.0,33,1369.0,17,1443.0,34,269.0,42,209.0,46,465.0,68,670.0,49,308.0,7,345.0,31
2319,2014,8,11,2154.0,43,2014-08-11,33.0,89.0,63,124.0,54,266.0,31,304.0,31,553.0,33,1141.0,33,1486.0,16,144.0,42,125.0,46,727.0,56,433.0,49,534.0,28,179.0,31
2320,2014,9,11,872.0,43,2014-09-11,37.0,67.0,63,69.0,54,173.0,31,113.0,31,298.0,33,477.0,33,349.0,34,72.0,42,33.0,46,439.0,56,277.0,49,273.0,28,92.0,31
2321,2014,10,11,724.0,43,2014-10-11,41.0,64.0,49,49.0,54,148.0,31,77.0,24,200.0,22,425.0,33,285.0,34,73.0,42,17.0,46,443.0,56,257.0,39,274.0,28,65.0,31
2322,2014,11,11,1045.0,43,2014-11-11,46.0,64.0,63,69.0,54,157.0,31,101.0,31,296.0,33,574.0,33,490.0,34,78.0,42,29.0,46,435.0,56,296.0,49,288.0,28,75.0,31
2323,2014,12,11,650.0,43,2014-12-11,50.0,60.0,3,68.0,54,156.0,31,110.0,31,271.0,45,336.0,33,245.0,34,80.0,7,28.0,36,333.0,56,275.0,5,259.0,28,75.0,31
2324,2014,1,12,1.0,43,2014-01-12,2.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2325,2014,2,12,543.0,10,2014-02-12,7.0,84.0,13,68.0,12,189.0,9,97.0,9,227.0,5,273.0,11,206.0,10,77.0,1,26.0,0,320.0,17,209.0,43,264.0,3,132.0,10
2326,2014,3,12,1.0,43,2014-03-12,11.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2327,2014,4,12,531.0,10,2014-04-12,15.0,90.0,13,72.0,12,192.0,9,95.0,0,221.0,5,275.0,21,202.0,28,77.0,1,26.0,0,302.0,17,208.0,43,253.0,12,129.0,10
2328,2014,5,12,518.0,6,2014-05-12,20.0,92.0,13,87.0,12,193.0,9,94.0,27,213.0,5,274.0,11,200.0,28,77.0,37,26.0,40,297.0,17,208.0,1,238.0,12,133.0,10
2329,2014,6,12,510.0,34,2014-06-12,24.0,109.0,17,112.0,1,209.0,32,96.0,32,212.0,5,279.0,34,200.0,28,127.0,4,85.0,3,292.0,54,208.0,43,236.0,3,132.0,2
2330,2014,7,12,1822.0,54,2014-07-12,28.0,92.0,52,152.0,54,455.0,31,754.0,6,1144.0,33,1311.0,33,1478.0,16,254.0,42,201.0,46,466.0,68,667.0,49,305.0,7,320.0,31
2331,2014,8,12,2185.0,14,2014-08-12,33.0,87.0,63,119.0,54,263.0,31,302.0,31,556.0,33,1143.0,33,1434.0,34,152.0,42,121.0,46,751.0,56,432.0,49,534.0,28,180.0,31
2332,2014,9,12,818.0,43,2014-09-12,37.0,66.0,63,69.0,54,170.0,31,113.0,31,290.0,33,465.0,33,348.0,34,71.0,33,32.0,46,436.0,56,275.0,49,273.0,28,90.0,31
2333,2014,10,12,710.0,43,2014-10-12,41.0,64.0,49,49.0,54,147.0,22,79.0,31,202.0,33,458.0,33,295.0,34,73.0,42,16.0,36,444.0,56,262.0,49,277.0,28,65.0,31
2334,2014,11,12,1005.0,43,2014-11-12,46.0,64.0,63,69.0,54,156.0,31,101.0,31,293.0,33,551.0,33,460.0,34,78.0,42,29.0,46,434.0,56,295.0,49,286.0,28,72.0,31
2335,2014,12,12,644.0,43,2014-12-12,50.0,60.0,3,67.0,54,155.0,31,109.0,31,269.0,45,329.0,47,244.0,34,80.0,7,27.0,36,332.0,72,273.0,5,262.0,28,73.0,31
2336,2014,1,13,1.0,43,2014-01-13,3.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
2337,2014,2,13,541.0,10,2014-02-13,7.0,84.0,13,68.0,12,189.0,9,97.0,9,227.0,5,274.0,11,206.0,10,77.0,1,26.0,0,319.0,17,209.0,43,264.0,3,132.0,10
2338,2014,3,13,1.0,43,2014-03-13,11.0,1.0,52,1.0,54,1.0,31,1.0,31,1.0,33,1.0,33,1.0,34,1.0,42,1.0,46,1.0,56,1.0,49,1.0,28,1.0,31
